27,9	,	69885	,	-39908	,	-22474	,	24.54264	,	0
27,9	,	69917	,	-39906	,	-22478	,	22.367329	,	0
27,9	,	69933	,	-39914	,	-22475	,	18.707626	,	0
27,9	,	69949	,	-39878	,	-22476	,	14.216272	,	0
27,9	,	69981	,	-39913	,	-22470	,	9.780379	,	0
27,9	,	69997	,	-39907	,	-22477	,	5.9311495	,	0
27,9	,	70013	,	-39894	,	-22467	,	2.7451015	,	0
27,9	,	70045	,	-39880	,	-22474	,	0.43973303	,	0
27,9	,	70061	,	-39886	,	-22465	,	-0.62059546	,	0
27,9	,	70077	,	-39901	,	-22472	,	-0.4780178	,	0
27,9	,	70109	,	-39900	,	-22467	,	0.292353	,	0
27,10	,	70125	,	-39907	,	-22469	,	1.0112891	,	0
27,10	,	70141	,	-39905	,	-22469	,	1.2612569	,	0
27,10	,	70157	,	-39909	,	-22473	,	0.9265348	,	0
27,10	,	70189	,	-39917	,	-22471	,	0.061110646	,	0
27,10	,	70205	,	-39916	,	-22477	,	-1.247614	,	0
27,10	,	70221	,	-39924	,	-22491	,	-2.8769948	,	0
27,10	,	70253	,	-39948	,	-22480	,	-4.7746987	,	0
27,10	,	70269	,	-39932	,	-22466	,	-7.0044537	,	0
27,10	,	70285	,	-39924	,	-22474	,	-9.346537	,	0
27,10	,	70317	,	-39955	,	-22472	,	-11.333111	,	0
27,10	,	70333	,	-39954	,	-22478	,	-12.875462	,	0
27,10	,	70349	,	-39961	,	-22482	,	-14.215384	,	0
27,10	,	70380	,	-39969	,	-22479	,	-15.481368	,	0
27,10	,	70397	,	-39952	,	-22487	,	-16.583305	,	0
27,10	,	70413	,	-39963	,	-22471	,	-17.223986	,	0
27,10	,	70429	,	-39952	,	-22478	,	-17.098595	,	0
27,10	,	70461	,	-39929	,	-22469	,	-15.962599	,	1
27,10	,	70477	,	-39908	,	-22463	,	-13.411863	,	2
27,10	,	70493	,	-39905	,	-22463	,	-9.074994	,	4
27,10	,	70525	,	-39890	,	-22455	,	-3.0588326	,	6
27,10	,	70541	,	-39867	,	-22455	,	4.137265	,	7
27,10	,	70557	,	-39862	,	-22455	,	11.959575	,	7
27,10	,	70589	,	-39862	,	-22456	,	19.743294	,	7
27,10	,	70604	,	-39873	,	-22458	,	26.554369	,	6
27,10	,	70621	,	-39864	,	-22467	,	31.423634	,	4
27,10	,	70653	,	-39852	,	-22444	,	33.8618	,	2
27,10	,	70669	,	-39853	,	-22427	,	34.05578	,	0
27,10	,	70685	,	-39870	,	-22448	,	32.422924	,	0
27,10	,	70700	,	-39886	,	-22446	,	29.120731	,	0
27,10	,	70733	,	-39856	,	-22447	,	24.292652	,	0
27,10	,	70749	,	-39844	,	-22445	,	18.702194	,	0
27,10	,	70765	,	-39881	,	-22442	,	13.383729	,	0
27,10	,	70797	,	-39856	,	-22433	,	8.776743	,	0
27,10	,	70813	,	-39855	,	-22443	,	4.986305	,	0
27,10	,	70829	,	-39847	,	-22444	,	2.290814	,	0
27,10	,	70861	,	-39851	,	-22444	,	0.8790631	,	0
27,10	,	70877	,	-39845	,	-22437	,	0.6284814	,	0
27,10	,	70892	,	-39866	,	-22440	,	1.1383477	,	0
27,10	,	70908	,	-39853	,	-22437	,	1.8360969	,	0
27,10	,	70940	,	-39879	,	-22444	,	2.2018256	,	0
27,10	,	70956	,	-39887	,	-22438	,	1.7940953	,	0
27,10	,	70973	,	-39883	,	-22449	,	0.3093512	,	0
27,10	,	71004	,	-39872	,	-22445	,	-2.058663	,	0
27,10	,	71020	,	-39879	,	-22439	,	-4.6461673	,	0
27,10	,	71036	,	-39875	,	-22441	,	-6.8132367	,	0
27,10	,	71069	,	-39864	,	-22442	,	-8.152707	,	0
27,10	,	71084	,	-39892	,	-22445	,	-8.5304365	,	0
27,10	,	71101	,	-39908	,	-22466	,	-8.352558	,	0
27,11	,	71132	,	-39901	,	-22456	,	-8.363344	,	0
27,11	,	71148	,	-39917	,	-22444	,	-8.987929	,	0
27,11	,	71164	,	-39928	,	-22447	,	-10.286765	,	0
27,11	,	71180	,	-39929	,	-22454	,	-12.216606	,	0
27,11	,	71212	,	-39907	,	-22444	,	-14.431356	,	0
27,11	,	71228	,	-39888	,	-22443	,	-16.061039	,	0
27,11	,	71244	,	-39873	,	-22438	,	-16.035744	,	0
27,11	,	71276	,	-39850	,	-22447	,	-13.608819	,	2
27,11	,	71292	,	-39842	,	-22439	,	-8.593008	,	5
27,11	,	71308	,	-39846	,	-22435	,	-1.4817376	,	7
27,11	,	71340	,	-39834	,	-22427	,	6.6226916	,	8
27,11	,	71356	,	-39820	,	-22424	,	14.559836	,	7
27,11	,	71372	,	-39825	,	-22431	,	21.518494	,	6
27,11	,	71404	,	-39811	,	-22426	,	26.95487	,	5
27,11	,	71436	,	-39822	,	-22426	,	32.278194	,	1
27,11	,	71452	,	-39826	,	-22430	,	31.975182	,	0
27,11	,	71484	,	-39830	,	-22428	,	29.638155	,	0
27,11	,	71500	,	-39825	,	-22425	,	25.557781	,	0
27,11	,	71516	,	-39819	,	-22425	,	20.387087	,	0
27,11	,	71548	,	-39819	,	-22418	,	14.958142	,	0
27,11	,	71564	,	-39824	,	-22424	,	9.961144	,	0
27,11	,	71580	,	-39822	,	-22437	,	5.760062	,	0
27,11	,	71612	,	-39808	,	-22426	,	2.5419588	,	0
27,11	,	71628	,	-39806	,	-22409	,	0.5204921	,	0
27,11	,	71644	,	-39820	,	-22419	,	-0.24830008	,	0
27,11	,	71660	,	-39805	,	-22428	,	-0.06239295	,	0
27,11	,	71692	,	-39798	,	-22423	,	0.75007033	,	0
27,11	,	71708	,	-39816	,	-22431	,	1.9809413	,	1
27,11	,	71724	,	-39825	,	-22434	,	3.1963737	,	1
27,11	,	71756	,	-39827	,	-22426	,	3.773393	,	0
27,11	,	71772	,	-39819	,	-22432	,	3.3986745	,	0
27,11	,	71788	,	-39823	,	-22418	,	2.2586317	,	0
27,11	,	71836	,	-39854	,	-22430	,	-0.9904486	,	0
27,11	,	71852	,	-39834	,	-22435	,	-3.0302749	,	0
27,11	,	71884	,	-39832	,	-22431	,	-5.241989	,	0
27,11	,	71900	,	-39829	,	-22432	,	-7.1042514	,	0
27,11	,	71916	,	-39858	,	-22443	,	-8.288823	,	0
27,11	,	71932	,	-39870	,	-22429	,	-9.100497	,	0
27,11	,	71964	,	-39864	,	-22432	,	-10.103861	,	0
27,11	,	71980	,	-39857	,	-22432	,	-11.414937	,	0
27,11	,	72012	,	-39870	,	-22427	,	-12.673489	,	0
27,11	,	72028	,	-39837	,	-22419	,	-13.422859	,	0
27,11	,	72044	,	-39828	,	-22422	,	-13.087774	,	0
27,11	,	72076	,	-39810	,	-22425	,	-11.054084	,	2
27,11	,	72092	,	-39798	,	-22433	,	-7.049252	,	4
27,11	,	72108	,	-39794	,	-22402	,	-1.3054347	,	5
27,12	,	72124	,	-39774	,	-22392	,	5.5568204	,	6
27,12	,	72156	,	-39789	,	-22408	,	12.717001	,	7
27,12	,	72172	,	-39785	,	-22415	,	19.202686	,	6
27,12	,	72187	,	-39787	,	-22405	,	24.071482	,	4
27,12	,	72220	,	-39768	,	-22400	,	26.854614	,	2
27,12	,	72236	,	-39772	,	-22398	,	27.702332	,	0
27,12	,	72252	,	-39797	,	-22406	,	26.914642	,	0
27,12	,	72284	,	-39775	,	-22410	,	24.600574	,	0
27,12	,	72300	,	-39786	,	-22412	,	21.025574	,	0
27,12	,	72316	,	-39788	,	-22407	,	16.714218	,	0
27,12	,	72348	,	-39782	,	-22401	,	12.157294	,	0
27,12	,	72363	,	-39781	,	-22408	,	7.8159494	,	0
27,12	,	72380	,	-39776	,	-22398	,	4.146763	,	0
27,12	,	72396	,	-39776	,	-22400	,	1.472558	,	0
27,12	,	72428	,	-39778	,	-22404	,	-0.11896253	,	0
