42529,27016
42517,27038
42524,27026
42514,27022
42516,27035
42518,27023
42520,27034
42535,27053
42523,27049
42531,27052
42539,27032
42540,27047
42548,27053
42533,27051
42544,27039
42542,27048
42553,27056
42534,27056
42563,27060
42540,27058
42550,27087
42550,27042
42576,27057
42551,27071
42558,27075
42561,27071
42568,27070
42572,27086
42568,27081
42567,27075
42565,27076
42559,27081
42549,27084
42546,27065
42525,27069
42517,27066
42532,27072
42511,27063
42513,27070
42521,27062
42524,27074
42509,27071
42511,27079
42515,27113
42518,27073
42529,27088
42523,27079
39766,27098
39790,27099
39786,27086
39778,27089
39776,27090
39767,27086
39771,27077
39770,27095
39775,27075
39768,27087
39779,27094
39777,27094
39770,27090
39786,27104
39785,27090
39788,27106
39794,27110
39797,27100
39789,27102
39794,27118
39812,27098
39812,27116
39800,27114
39817,27118
39796,27114
39809,27136
39827,27124
39819,27125
39823,27126
39814,27133
39809,27136
39830,27104
39808,27118
39801,27111
39768,27109
39771,27117
39770,27119
39783,27111
39756,27106
39771,27102
39765,27103
39755,27101
39752,27123
39754,27093
39761,27112
39753,27094
39748,27110
39739,27103
39760,27104
39750,27065
36665,27108
36668,27112
36675,27101
36660,27131
36681,27106
36678,27109
36677,27108
36669,27115
36674,27112
36670,27106
36673,27115
36695,27128
36684,27120
36697,27105
36686,27111
36669,27126
36670,27113
36702,27115
36687,27113
36685,27120
36696,27121
36697,27118
36698,27116
36704,27118
36695,27125
36693,27115
36713,27139
36709,27114
36723,27123
36708,27126
36702,27123
36702,27114
36706,27111
36676,27101
36665,27101
36660,27111
36647,27106
36650,27105
36652,27130
36662,27100
36642,27107
36649,27108
36648,27111
36647,27104
36642,27101
36653,27112
36665,27112
36646,27102
36636,27110
36636,27111
36641,27072
33950,27101
33953,27101
33963,27100
33953,27090
33960,27097
33969,27107
33974,27110
33966,27108
33967,27110
33966,27126
33978,27114
33975,27132
33984,27119
33979,27110
33988,27126
33978,27115
33992,27113
33988,27115
33986,27119
34004,27114
33991,27120
33987,27137
33990,27101
34014,27120
34006,27121
34025,27121
34026,27121
34017,27122
34004,27115
33997,27100
33980,27102
33964,27103
33957,27107
33964,27104
33954,27096
33953,27103
33955,27099
33969,27094
33957,27157
33974,27111
33970,27091
33960,27099
33953,27123
33953,27078
33941,27149
33944,27094
33939,27115
32768,27085
30712,27090
30705,27127
30709,27093
30717,27083
30716,27101
30713,27076
30712,27095
30722,27096
30722,27090
30736,27089
30718,27090
30741,27096
30734,27097
30755,27109
30746,27099
30753,27120
30742,27096
30753,27115
30753,27097
30758,27097
30764,27098
30766,27095
30761,27104
30764,27097
30760,27096
30750,27092
30734,27075
30734,27078
30710,27084
30719,27097
30724,27084
30713,27081
30709,27083
30713,27086
30716,27085
30715,27089
30713,27096
30712,27084
30713,27075
30706,27074
30718,27092
30701,27075
30702,27080
30702,27077
30713,27105
28031,27078
28055,27084
28045,27050
28054,27078
28060,27068
28053,27073
28060,27109
28065,27129
28057,27081
28066,27078
28067,27118
28065,27086
28088,27086
28080,27072
28084,27084
28075,27071
28080,27072
28085,27117
28085,27074
28077,27086
28084,27082
28085,27126
28083,27120
28084,27084
28072,27112
28077,27065
28077,27062
28065,27056
28053,27092
28048,27059
28045,27057
28051,27053
28037,27087
28048,27065
28051,27038
28048,27099
28051,27052
28058,27045
28061,27046
28039,27100
28049,27045
28048,27054
28047,27050
28033,27116
28040,27030
28058,27045
28058,27105
28061,27050
28058,27042
28058,27048
28053,27105
28052,27046
28063,27050
28065,27056
28068,27129
28070,27040
28064,27057
28071,27102
28067,27050
28075,27039
28078,27047
28079,27107
28075,27045
28081,27054
28076,27050
28086,27092
28090,27077
28095,27051
28095,27112
28106,27049
28088,27060
28085,27048
28071,27115
28067,27030
28052,27051
28059,27068
28060,27084
28065,27031
28056,27035
28050,27108
28050,27030
28065,27036
28060,27044
28064,27107
28070,27030
28067,27044
28063,27022
28079,27117
28083,27036
28082,27030
28064,27125
28058,27044
28067,27037
28080,27045
28074,27117
28073,27041
28094,27069
28078,27027
28085,27051
28092,27043
28083,27041
28090,27123
28093,27043
28089,27042
28095,27040
28095,27136
28110,27047
28103,27036
28101,27049
28114,27048
28105,27057
28113,27054
28111,27139
28091,27040
28081,27049
28073,27033
28079,27122
28081,27060
28077,27021
28083,27132
28078,27046
28083,27043
28068,27036
28077,27127
28082,27046
28091,27046
28071,27053
28073,27069
28070,27036
28082,27037
28085,27051
28081,27037
28079,27032
28073,27035
28087,27050
28084,27036
28079,27042
28077,27044
28078,27067
28089,27032
28082,27046
28096,27053
28094,27049
28105,27045
28100,27047
28101,27055
28109,27046
28100,27043
28099,27054
28100,27054
28109,27043
28112,27042
28120,27054
28125,27034
28114,27043
28117,27036
28108,27053
28102,27040
28101,27029
28091,27045
28087,27041
28092,27024
28081,27021
28076,27049
28079,27022
28064,27035
28072,27024
28086,27055
28080,27021
28079,27035
28084,27014
28075,27058
28082,27026
28077,27024
28064,27044
28064,27024
28082,27035
28075,27031
28064,27063
28080,27044
28075,27050
28079,27015
28078,27035
28068,27037
28062,27038
28080,27059
28086,27024
28083,27025
28085,27036
28084,27050
28087,27037
28097,27026
28095,27058
28088,27034
28086,27030
28089,27038
28094,27056
28102,27026
28106,27031
28103,27038
28101,27057
28086,27040
28073,27010
28071,27038
28054,27009
28045,27010
28062,27012
28056,27044
28059,27008
28059,27009
28048,27003
28053,27061
28050,26990
28045,27003
28051,27039
28047,26994
28049,26999
28047,27009
28051,27042
28051,26994
28057,27011
28059,27017
28063,27060
28052,26993
28063,27008
28069,27055
28071,27021
28077,27037
28071,27036
28084,27057
28075,27029
28085,27028
28062,27034
28082,27043
28087,27015
28096,27019
28078,27069
28081,27027
28076,27023
28086,27025
28093,27065
28103,27038
28094,27030
28107,27048
28087,27066
28071,27020
28072,27023
28069,27064
28074,27022
28063,27038
28070,27028
28078,27071
28064,27024
28082,27045
28082,27020
28070,27023
28083,27026
28078,27026
28079,27083
28065,27027
28075,27027
28073,27029
28066,27074
28074,27039
28077,27046
28075,27023
28082,27038
28089,27035
28093,27042
28097,27098
28096,27041
28103,27036
28098,27041
28097,27099
28100,27054
28096,27026
28105,27114
28097,27059
28124,27038
28107,27061
28118,27115
28125,27072
28125,27064
28132,27063
28115,27116
28134,27067
28112,27051
28091,27094
28082,27018
28088,27026
28093,27035
28086,27100
28084,27028
28093,27023
28080,27033
28088,27113
28091,27015
28087,27035
28095,27096
28094,27041
28094,27029
28078,27029
28081,27085
28076,27032
28095,27028
28076,27038
28073,27118
28086,27033
28103,27040
28090,27093
28098,27040
28110,27037
28090,27032
28106,27094
28094,27035
28103,27040
28108,27059
28101,27093
28110,27041
28108,27034
28108,27107
28121,27038
28115,27042
28123,27040
28119,27100
28118,27035
28117,27040
28122,27060
28136,27105
28143,27069
28137,27047
28111,27086
28106,27039
28098,27040
28094,27040
28098,27064
28102,27014
28093,27037
28086,27008
28090,27006
28092,27012
28104,27031
28098,27076
28091,27032
28090,27027
28089,27027
28092,27071
28080,27021
28096,27039
28078,27012
28088,27024
28095,27021
28091,27035
28087,27079
28110,27030
28110,27025
28095,27032
28092,27083
28098,27053
28117,27019
28112,27081
28111,27040
28109,27038
28106,27043
28107,27081
28110,27043
28125,27033
28119,27035
28106,27088
28127,27053
28127,27025
28125,27078
28121,27042
28132,27049
28129,27048
28142,27079
28118,27032
28103,27025
28106,27020
28111,27074
28089,27009
28095,27028
28092,27064
28095,27043
28107,27045
28107,27045
28108,27062
28106,27038
28101,27035
28098,27037
28111,27056
28107,27041
28121,27034
28113,27050
28121,27050
28120,27059
28139,27051
28135,27064
28141,27049
28150,27066
28148,27085
28153,27060
28149,27078
